time_tick,acc_X_value,acc_Y_value,acc_Z_value
14.189929,0.186305,-2.664393,-7.900998
14.223240,-0.127645,-2.726195,-8.632004
14.256581,-0.422592,-3.017101,-8.645771
14.289920,-0.543204,-3.077706,-9.188975
14.323236,-1.005601,-2.742955,-10.427420
14.356598,-0.011373,-2.525823,-10.672984
14.389921,0.887383,-2.862969,-10.631682
14.423249,1.192205,-3.310551,-11.249857
14.456587,-0.502202,-2.055196,-12.928103
14.489917,0.247958,-1.574393,-11.223071
14.523239,1.530548,-1.752169,-10.375793
14.556614,0.025739,-1.821304,-10.840734
14.589937,-0.697486,-1.355615,-10.813948
14.623278,-0.240626,-1.225875,-9.780513
14.656581,-0.188101,-1.487002,-7.455661
14.689938,-0.425285,-1.795416,-6.590126
14.723272,-0.753452,-2.135255,-6.162596
14.756424,-0.324725,-2.011500,-6.763412
14.789916,-0.071230,-2.256915,-7.111332
14.823304,-0.300034,-2.791739,-7.306167
14.856504,-0.372162,-3.214630,-8.004252
14.889431,-0.573731,-3.090127,-9.973253
14.922421,-0.493522,-2.884667,-11.324829
14.956573,-0.430523,-2.854140,-11.684869
14.989948,-0.552631,-3.547136,-11.164411
15.023243,-1.060968,-4.060412,-10.827266
15.056579,-0.896062,-3.815745,-10.837591
15.089919,-0.930330,-2.166980,-12.670867
15.123253,-0.476014,-1.284685,-12.220591
15.156586,0.390119,-1.484458,-10.381180
15.189989,-0.020950,-1.836269,-9.085572
15.223260,-1.001111,-2.012847,-8.218540
15.256602,-1.199987,-2.335029,-7.228951
15.289919,-0.212643,-2.505771,-6.495252
15.323265,0.052525,-2.487664,-6.793341
15.356581,-0.902347,-2.397130,-8.261338
15.389942,-1.513638,-2.587476,-9.485417
15.423282,-1.326884,-2.237611,-10.051666
15.456648,-1.342746,-2.424964,-10.592775
15.490003,-1.464855,-2.166680,-11.186558
15.523315,-1.805592,-2.559343,-10.790454
15.556703,-0.498610,-3.110179,-10.845821
15.590030,0.387725,-3.113022,-12.246629
15.623298,-0.709756,-1.834922,-13.576805
15.656579,-0.288512,-1.058873,-11.819099
15.689600,1.291119,-1.450938,-9.830644
15.723303,0.681773,-2.022724,-9.131512
15.756599,-0.475116,-1.726580,-9.182989
15.789930,0.027684,-1.226025,-8.746331
15.823301,-0.160717,-1.263585,-7.829169
15.856458,-0.252448,-1.591004,-6.712384
15.889913,-0.345526,-1.900465,-6.091515
15.923243,-0.402091,-2.078690,-6.634270
15.956169,-0.327568,-2.127474,-7.554575
15.989981,-0.550536,-2.040082,-9.543329
16.023276,-0.530784,-2.101735,-10.325513
16.056611,-0.585254,-2.278912,-10.396893
16.089935,-0.474518,-2.535999,-10.958203
16.123277,-0.389970,-2.467762,-11.429429
16.156674,-0.937962,-2.193766,-12.990953
16.189974,-1.222284,-1.686775,-13.747548
