Timestamp,Milliseconds,X,Y,Z,Profile,Activity
1/8/2020 19:24,3273,-6.5324097,-7.216751,3.6083832,AR,stairsu
1/8/2020 19:24,3283,-7.1162567,-7.475174,3.4217377,AR,stairsu
1/8/2020 19:24,3293,-7.1162567,-7.475174,3.4217377,AR,stairsu
1/8/2020 19:24,3303,-7.479965,-8.164307,3.0388794,AR,stairsu
1/8/2020 19:24,3313,-7.453644,-8.216949,3.103485,AR,stairsu
1/8/2020 19:24,3324,-7.3005066,-8.207382,3.2279205,AR,stairsu
1/8/2020 19:24,3333,-6.75972,-7.8915253,3.8237305,AR,stairsu
1/8/2020 19:24,3344,-6.623337,-7.7934265,4.0462646,AR,stairsu
1/8/2020 19:24,3353,-6.1591187,-7.470398,4.8598175,AR,stairsu
1/8/2020 19:24,3364,-5.67099,-7.434494,4.9387817,AR,stairsu
1/8/2020 19:24,3373,-5.469986,-7.2143555,4.158722,AR,stairsu
1/8/2020 19:24,3383,-5.0345,-7.680954,4.0055847,AR,stairsu
1/8/2020 19:24,3393,-5.65184,-8.126022,3.9266205,AR,stairsu
1/8/2020 19:24,3403,-6.295517,-8.252853,3.907486,AR,stairsu
1/8/2020 19:24,3414,-6.982254,-8.188232,3.677765,AR,stairsu
1/8/2020 19:24,3423,-7.135391,-7.944168,3.5030975,AR,stairsu
1/8/2020 19:24,3435,-7.0205383,-7.767105,3.4241333,AR,stairsu
1/8/2020 19:24,3443,-6.69751,-7.9465637,3.4432678,AR,stairsu
1/8/2020 19:24,3453,-6.520447,-8.3437805,3.5988007,AR,stairsu
1/8/2020 19:24,3464,-6.3720856,-8.73381,3.6442719,AR,stairsu
1/8/2020 19:24,3473,-6.4989014,-9.107086,3.4839478,AR,stairsu
1/8/2020 19:24,3483,-7.343567,-8.27916,3.0508423,AR,stairsu
1/8/2020 19:24,3493,-7.8843536,-7.3579254,2.9335938,AR,stairsu
1/8/2020 19:24,3503,-8.035095,-7.1904297,3.2039948,AR,stairsu
