,Date_time,X,Y,Z,Profile,Activity,ts
253,2020-01-07 13:33:44.635,0.066315,-0.820206,-0.589584,MG,standing,1578404024
254,2020-01-07 13:33:44.735,0.058716,-0.81517,-0.5785060000000001,MG,standing,1578404024
255,2020-01-07 13:33:44.835,0.041565,-0.8060609999999999,-0.573227,MG,standing,1578404024
256,2020-01-07 13:33:44.935,0.052139,-0.818497,-0.578384,MG,standing,1578404024
257,2020-01-07 13:33:45.035,0.056442,-0.8264469999999999,-0.572449,MG,standing,1578404025
258,2020-01-07 13:33:45.135,0.037872,-0.804565,-0.587296,MG,standing,1578404025
259,2020-01-07 13:33:45.235,0.049759,-0.819275,-0.565567,MG,standing,1578404025
260,2020-01-07 13:33:45.335,0.043457,-0.812393,-0.5849300000000001,MG,standing,1578404025
261,2020-01-07 13:33:45.440,0.051376,-0.8199620000000001,-0.575684,MG,standing,1578404025
262,2020-01-07 13:33:45.535,0.045929000000000005,-0.818634,-0.5717770000000001,MG,standing,1578404025
263,2020-01-07 13:33:45.635,0.046508999999999995,-0.812546,-0.576019,MG,standing,1578404025
264,2020-01-07 13:33:45.735,0.04245,-0.819824,-0.5630649999999999,MG,standing,1578404025
265,2020-01-07 13:33:45.840,0.048462,-0.8202209999999999,-0.578232,MG,standing,1578404025
266,2020-01-07 13:33:45.935,0.048279,-0.822357,-0.567505,MG,standing,1578404025
267,2020-01-07 13:33:46.035,0.04158,-0.81221,-0.573593,MG,standing,1578404026
268,2020-01-07 13:33:46.135,0.050827,-0.820709,-0.5700529999999999,MG,standing,1578404026
269,2020-01-07 13:33:46.235,0.049118,-0.8171390000000001,-0.573853,MG,standing,1578404026
270,2020-01-07 13:33:46.335,0.046417,-0.811569,-0.5782470000000001,MG,standing,1578404026
271,2020-01-07 13:33:46.435,0.058914,-0.816467,-0.576813,MG,standing,1578404026
272,2020-01-07 13:33:46.535,0.054535,-0.817032,-0.58139,MG,standing,1578404026
273,2020-01-07 13:33:46.635,0.051056,-0.812485,-0.568817,MG,standing,1578404026
274,2020-01-07 13:33:46.735,0.055634,-0.814972,-0.579254,MG,standing,1578404026
275,2020-01-07 13:33:46.835,0.053848,-0.8124239999999999,-0.582733,MG,standing,1578404026
276,2020-01-07 13:33:46.935,0.052322,-0.8101649999999999,-0.5856020000000001,MG,standing,1578404026
277,2020-01-07 13:33:47.035,0.051041,-0.809372,-0.574158,MG,standing,1578404027
278,2020-01-07 13:33:47.135,0.047989,-0.810379,-0.581238,MG,standing,1578404027
279,2020-01-07 13:33:47.235,0.05304,-0.814026,-0.58606,MG,standing,1578404027
280,2020-01-07 13:33:47.335,0.055054,-0.810196,-0.585663,MG,standing,1578404027
281,2020-01-07 13:33:47.435,0.044861,-0.812515,-0.5821529999999999,MG,standing,1578404027
282,2020-01-07 13:33:47.535,0.049759,-0.815125,-0.5789949999999999,MG,standing,1578404027
283,2020-01-07 13:33:47.635,0.051253999999999994,-0.81723,-0.571228,MG,standing,1578404027
284,2020-01-07 13:33:47.735,0.048019,-0.814316,-0.577072,MG,standing,1578404027
285,2020-01-07 13:33:47.834,0.045731,-0.817764,-0.572983,MG,standing,1578404027
286,2020-01-07 13:33:47.935,0.046127,-0.814056,-0.57962,MG,standing,1578404027
